source,source_type,target,target_type,weight
头晕,0,脑血管病,1,419
头晕,0,精神和行为障碍,1,369
消化不良,0,胃炎,1,342
头晕,0,高脂血症,1,263
头晕,0,高血压,1,241
便秘,0,高血压,1,215
便秘,0,高脂血症,1,190
消化不良,0,食管炎,1,181
便秘,0,糖尿病,1,177
便秘,0,冠心病,1,166
便秘,0,精神和行为障碍,1,162
消化不良,0,胃肠功能紊乱,1,161
头晕,0,动脉粥样硬化,1,159
胸闷,0,高血压,1,154
发热,0,呼吸道感染,1,151
头痛,0,精神和行为障碍,1,145
消化不良,0,肠道菌群失调,1,131
便秘,0,脑血管病,1,126
头痛,0,脑血管病,1,118
消化不良,0,消化性溃疡,1,116
静脉曲张,0,糖尿病,1,114
胸闷,0,高脂血症,1,107
消化不良,0,腹胀,0,97
腹胀,0,消化不良,0,97
胸闷,0,冠心病,1,96
头晕,0,冠心病,1,95
胸闷,0,血瘀证,1,94
关节痛,0,高血压,1,92
关节痛,0,糖尿病,1,91
腹胀,0,胃炎,1,84
消化不良,0,便秘,0,82
便秘,0,消化不良,0,82
便秘,0,胃炎,1,76
便秘,0,支气管炎,1,76
便秘,0,动脉粥样硬化,1,71
头痛,0,高血压,1,69
消化不良,0,肝损害,1,68
关节痛,0,高脂血症,1,67
静脉曲张,0,高血压,1,67
关节痛,0,冠心病,1,65
胸闷,0,心律失常,1,64
头晕,0,糖尿病,1,63
胸痛,0,高血压,1,62
头晕,0,头痛,0,59
头痛,0,头晕,0,59
腹痛,0,胃炎,1,59
头痛,0,高脂血症,1,58
便秘,0,肠道菌群失调,1,56
静脉曲张,0,骨质疏松症,1,52
便秘,0,呼吸道感染,1,51
关节痛,0,骨质疏松症,1,51
胸闷,0,动脉粥样硬化,1,50
胸闷,0,糖尿病,1,49
静脉曲张,0,高脂血症,1,49
便秘,0,骨质疏松症,1,49
静脉曲张,0,脑血管病,1,49
头晕,0,血瘀证,1,47
胸痛,0,高脂血症,1,47
静脉曲张,0,冠心病,1,47
腰痛,0,糖尿病,1,46
咳嗽,0,呼吸道感染,1,45
腹胀,0,食管炎,1,42
消化不良,0,高血压,1,41
头晕,0,胸闷,0,41
便秘,0,食管炎,1,41
胸闷,0,头晕,0,41
便秘,0,代谢紊乱,1,39
水肿,0,糖尿病,1,38
胸闷,0,精神和行为障碍,1,38
关节痛,0,血瘀证,1,37
眩晕,0,脑血管病,1,37
胸闷,0,支气管炎,1,37
腰痛,0,高血压,1,36
咳嗽,0,支气管炎,1,36
消化不良,0,冠心病,1,36
关节痛,0,脑血管病,1,36
关节痛,0,支气管炎,1,35
腹痛,0,消化性溃疡,1,34
消化不良,0,腹痛,0,34
便秘,0,帕金森病,1,34
胸痛,0,冠心病,1,34
腹痛,0,消化不良,0,34
眩晕,0,高血压,1,33
消化不良,0,糖尿病,1,32
水肿,0,高血压,1,32
咳嗽,0,咽炎,1,32
眩晕,0,高脂血症,1,32
发热,0,肺部感染,1,31
消化不良,0,高脂血症,1,31
头痛,0,动脉粥样硬化,1,30
腹痛,0,肠道菌群失调,1,30
静脉曲张,0,精神和行为障碍,1,29
腰痛,0,冠心病,1,28
水肿,0,高脂血症,1,28
头痛,0,冠心病,1,28
关节痛,0,动脉粥样硬化,1,28
腰痛,0,骨质疏松症,1,28
头晕,0,心律失常,1,28
腰痛,0,高脂血症,1,28
眩晕,0,冠心病,1,27
静脉曲张,0,关节炎,1,27
关节痛,0,呼吸道感染,1,27
便秘,0,肾功能不全,1,26
腹胀,0,胃肠功能紊乱,1,26
静脉曲张,0,水肿,0,25
便秘,0,前列腺增生,1,25
水肿,0,静脉曲张,0,25
腰痛,0,颈椎退行性疾病,1,25
关节痛,0,精神和行为障碍,1,25
便秘,0,关节痛,0,24
头晕,0,周围神经病,1,24
关节痛,0,便秘,0,24
头晕,0,脑动脉硬化,1,23
便秘,0,胃肠功能紊乱,1,23
消化不良,0,精神和行为障碍,1,23
头晕,0,代谢紊乱,1,23
静脉曲张,0,动脉粥样硬化,1,22
头痛,0,呼吸道感染,1,22
便秘,0,消化性溃疡,1,22
便秘,0,维生素缺乏,1,22
腹痛,0,胃肠功能紊乱,1,22
头晕,0,神经官能症,1,21
便秘,0,周围神经病,1,21
水肿,0,骨质疏松症,1,21
头痛,0,周围神经病,1,21
静脉曲张,0,周围神经病,1,20
胸痛,0,动脉粥样硬化,1,20
腹痛,0,食管炎,1,19
头晕,0,维生素缺乏,1,19
头晕,0,骨质疏松症,1,19
咳嗽,0,冠心病,1,19
关节痛,0,胃炎,1,18
水肿,0,冠心病,1,18
咳嗽,0,高脂血症,1,18
水肿,0,关节炎,1,18
胸闷,0,脑血管病,1,18
腹痛,0,高血压,1,17
眩晕,0,精神和行为障碍,1,17
腰痛,0,精神和行为障碍,1,17
静脉曲张,0,前列腺增生,1,17
头痛,0,糖尿病,1,17
便秘,0,动脉硬化,1,17
眩晕,0,动脉粥样硬化,1,16
静脉曲张,0,肾小球疾病,1,16
咳嗽,0,鼻炎,1,16
咳嗽,0,高血压,1,16
胸闷,0,呼吸道感染,1,15
腰痛,0,关节炎,1,15
水肿,0,代谢紊乱,1,15
胸痛,0,胸闷,0,15
关节痛,0,胸闷,0,15
便秘,0,心律失常,1,15
眩晕,0,糖尿病,1,15
胸痛,0,糖尿病,1,15
关节痛,0,腰痛,0,15
胸闷,0,代谢紊乱,1,15
腰痛,0,关节痛,0,15
胸闷,0,胸痛,0,15
胸闷,0,关节痛,0,15
关节痛,0,动脉硬化,1,15
消化不良,0,呼吸道感染,1,15
消化不良,0,脑血管病,1,15
便秘,0,尿路感染,1,14
眩晕,0,血瘀证,1,14
腰痛,0,支气管炎,1,14
头痛,0,支气管炎,1,14
便秘,0,甲状腺功能减退症,1,14
咳嗽,0,脑血管病,1,14
头痛,0,神经痛,1,13
咳嗽,0,血瘀证,1,13
胸闷,0,眩晕,0,13
便秘,0,低血糖症,1,13
水肿,0,脑血管病,1,13
胸闷,0,骨质疏松症,1,13
腰痛,0,呼吸道感染,1,13
眩晕,0,胸闷,0,13
胸痛,0,心律失常,1,12
头晕,0,支气管炎,1,12
头痛,0,代谢紊乱,1,12
便秘,0,癌症,1,12
胸闷,0,胃炎,1,12
便秘,0,贫血,1,12
腰痛,0,腰椎退行性病变,1,12
腰痛,0,动脉硬化,1,12
消化不良,0,支气管炎,1,12
腹胀,0,便秘,0,11
静脉曲张,0,呼吸道感染,1,11
便秘,0,腹胀,0,11
便秘,0,头晕,0,11
咳嗽,0,精神和行为障碍,1,11
胸痛,0,头晕,0,11
发热,0,支气管炎,1,11
头痛,0,神经官能症,1,11
腹胀,0,肠道菌群失调,1,11
头晕,0,便秘,0,11
胸闷,0,便秘,0,11
头晕,0,胸痛,0,11
便秘,0,胸闷,0,11
消化不良,0,代谢紊乱,1,11
头晕,0,颈椎退行性疾病,1,11
