source,source_type,target,target_type,weight
高脂血症,1,高血压,1,5346
冠心病,1,高血压,1,5192
冠心病,1,高脂血症,1,5156
动脉粥样硬化,1,高脂血症,1,3241
脑血管病,1,高脂血症,1,3068
糖尿病,1,高血压,1,2593
脑血管病,1,高血压,1,2383
精神和行为障碍,1,脑血管病,1,2288
糖尿病,1,高脂血症,1,2137
冠心病,1,糖尿病,1,2038
动脉粥样硬化,1,脑血管病,1,1880
动脉粥样硬化,1,高血压,1,1758
冠心病,1,脑血管病,1,1516
精神和行为障碍,1,高血压,1,1464
精神和行为障碍,1,高脂血症,1,1303
冠心病,1,动脉粥样硬化,1,1263
动脉粥样硬化,1,糖尿病,1,989
冠心病,1,精神和行为障碍,1,983
糖尿病,1,脑血管病,1,952
糖尿病,1,骨质疏松症,1,943
骨质疏松症,1,高血压,1,842
冠心病,1,骨质疏松症,1,746
心律失常,1,高血压,1,732
骨质疏松症,1,高脂血症,1,730
代谢紊乱,1,高血压,1,717
代谢紊乱,1,高脂血症,1,691
冠心病,1,心律失常,1,690
动脉粥样硬化,1,精神和行为障碍,1,652
呼吸道感染,1,支气管炎,1,536
支气管炎,1,高血压,1,534
头晕,0,脑血管病,1,531
糖尿病,1,肾小球疾病,1,517
精神和行为障碍,1,糖尿病,1,516
神经官能症,1,精神和行为障碍,1,516
代谢紊乱,1,冠心病,1,502
低血糖症,1,糖尿病,1,479
支气管炎,1,糖尿病,1,477
冠心病,1,支气管炎,1,469
关节炎,1,骨质疏松症,1,461
心律失常,1,高脂血症,1,430
便秘,0,高血压,1,415
脑血管病,1,骨质疏松症,1,385
动脉硬化,1,高脂血症,1,379
便秘,0,冠心病,1,371
代谢紊乱,1,脑血管病,1,365
神经官能症,1,脑血管病,1,363
周围神经病,1,脑血管病,1,346
支气管炎,1,高脂血症,1,339
呼吸道感染,1,高血压,1,319
呼吸道感染,1,糖尿病,1,313
便秘,0,高脂血症,1,312
代谢紊乱,1,糖尿病,1,312
便秘,0,糖尿病,1,303
动脉粥样硬化,1,骨质疏松症,1,300
冠心病,1,呼吸道感染,1,280
代谢紊乱,1,动脉粥样硬化,1,279
动脉硬化,1,糖尿病,1,275
冠心病,1,动脉硬化,1,271
胃炎,1,食管炎,1,267
干眼症,1,结膜炎,1,257
头晕,0,精神和行为障碍,1,244
头晕,0,高脂血症,1,241
糖尿病,1,静脉曲张,0,237
精神和行为障碍,1,骨质疏松症,1,237
便秘,0,精神和行为障碍,1,236
头晕,0,高血压,1,235
动脉硬化,1,高血压,1,235
便秘,0,脑血管病,1,230
支气管炎,1,脑血管病,1,230
支气管炎,1,骨质疏松症,1,226
周围神经病,1,高脂血症,1,222
呼吸道感染,1,高脂血症,1,220
冠心病,1,胃炎,1,218
关节痛,0,糖尿病,1,214
消化不良,0,胃炎,1,212
周围神经病,1,精神和行为障碍,1,210
头痛,0,脑血管病,1,207
胃炎,1,高血压,1,207
帕金森病,1,脑血管病,1,207
呼吸道感染,1,咽炎,1,205
关节炎,1,腰椎退行性病变,1,203
胸闷,0,高血压,1,202
肾小球疾病,1,高血压,1,201
周围神经病,1,高血压,1,200
肾功能不全,1,高血压,1,195
糖尿病,1,肾功能不全,1,186
前列腺增生,1,高血压,1,180
糖尿病,1,胃炎,1,178
维生素缺乏,1,高血压,1,177
支气管炎,1,肾功能不全,1,176
代谢紊乱,1,精神和行为障碍,1,173
前列腺增生,1,尿路感染,1,171
代谢紊乱,1,支气管炎,1,170
甲状腺功能减退症,1,糖尿病,1,165
肾小球疾病,1,高脂血症,1,165
代谢紊乱,1,肾功能不全,1,162
低血糖症,1,高血压,1,162
帕金森病,1,精神和行为障碍,1,162
胃炎,1,高脂血症,1,161
动脉粥样硬化,1,支气管炎,1,161
维生素缺乏,1,脑血管病,1,159
冠心病,1,肾小球疾病,1,159
冠心病,1,甲状腺功能减退症,1,157
甲状腺功能减退症,1,高脂血症,1,157
冠心病,1,前列腺增生,1,156
心律失常,1,精神和行为障碍,1,156
动脉粥样硬化,1,头晕,0,155
脑动脉硬化,1,脑血管病,1,155
冠心病,1,维生素缺乏,1,154
腰椎退行性病变,1,骨质疏松症,1,154
癫痫,1,脑血管病,1,152
代谢紊乱,1,骨质疏松症,1,151
甲状腺功能减退症,1,高血压,1,150
静脉曲张,0,高血压,1,147
脑卒中,1,脑血管病,1,147
低血糖症,1,高脂血症,1,145
支气管炎,1,精神和行为障碍,1,143
PCI术后,1,冠心病,1,143
低血糖症,1,冠心病,1,142
消化性溃疡,1,胃炎,1,140
冠心病,1,周围神经病,1,140
关节痛,0,高血压,1,138
关节痛,0,冠心病,1,137
冠心病,1,静脉曲张,0,136
便秘,0,骨质疏松症,1,135
糖尿病,1,维生素缺乏,1,134
便秘,0,支气管炎,1,133
动脉粥样硬化,1,周围神经病,1,132
维生素缺乏,1,高脂血症,1,129
支气管炎,1,鼻炎,1,128
周围神经病,1,糖尿病,1,128
白内障,1,眼底病,1,125
关节炎,1,高血压,1,124
叶酸缺乏,1,高血压,1,124
头痛,0,精神和行为障碍,1,123
咽炎,1,支气管炎,1,120
发热,0,呼吸道感染,1,119
心律失常,1,脑血管病,1,116
精神和行为障碍,1,维生素缺乏,1,116
PCI术后,1,高脂血症,1,114
头痛,0,高血压,1,113
便秘,0,呼吸道感染,1,112
便秘,0,动脉粥样硬化,1,112
关节痛,0,高脂血症,1,112
支气管炎,1,胃炎,1,112
冠心病,1,头晕,0,111
肾功能不全,1,肾小球疾病,1,111
叶酸缺乏,1,脑血管病,1,111
神经官能症,1,高脂血症,1,110
前列腺增生,1,糖尿病,1,109
前列腺增生,1,高脂血症,1,109
叶酸缺乏,1,高脂血症,1,109
神经官能症,1,高血压,1,107
静脉曲张,0,高脂血症,1,106
冠心病,1,肾功能不全,1,106
消化性溃疡,1,食管炎,1,106
眼底病,1,结膜炎,1,105
消化不良,0,食管炎,1,104
呼吸道感染,1,骨质疏松症,1,104
呼吸道感染,1,咳嗽,0,103
关节炎,1,冠心病,1,103
呼吸道感染,1,精神和行为障碍,1,102
胃炎,1,胃肠功能紊乱,1,99
肾小球疾病,1,脑血管病,1,98
胸闷,0,高脂血症,1,97
脑血管病,1,静脉曲张,0,96
肾功能不全,1,脑血管病,1,96
肾功能不全,1,高脂血症,1,96
干眼症,1,眼底病,1,94
癌症,1,肺癌,1,94
甲状腺功能减退症,1,骨质疏松症,1,93
白内障,1,结膜炎,1,93
消化不良,0,腹胀,0,92
头痛,0,高脂血症,1,92
消化不良,0,高血压,1,91
肾小球疾病,1,骨质疏松症,1,90
糖尿病,1,结膜炎,1,90
呼吸道感染,1,脑血管病,1,90
胃炎,1,骨质疏松症,1,89
动脉硬化,1,脑血管病,1,89
冠心病,1,胸闷,0,88
支气管哮喘,1,支气管炎,1,88
PCI术后,1,高血压,1,88
关节痛,0,支气管炎,1,87
关节炎,1,支气管炎,1,85
动脉粥样硬化,1,甲状腺功能减退症,1,84
消化不良,0,胃肠功能紊乱,1,83
关节痛,0,骨质疏松症,1,83
冠心病,1,消化不良,0,82
肠道菌群失调,1,胃肠功能紊乱,1,82
呼吸道感染,1,鼻炎,1,81
维生素缺乏,1,骨质疏松症,1,80
干眼症,1,白内障,1,80
皮炎,1,高血压,1,80
脑动脉硬化,1,高脂血症,1,80
便秘,0,胃炎,1,79
前列腺增生,1,脑血管病,1,79
皮炎,1,糖尿病,1,79
精神和行为障碍,1,胃炎,1,78
水肿,0,脑血管病,1,77
动脉粥样硬化,1,呼吸道感染,1,77
便秘,0,消化不良,0,74
静脉曲张,0,骨质疏松症,1,74
癫痫,1,精神和行为障碍,1,74
动脉粥样硬化,1,肾小球疾病,1,74
关节炎,1,高脂血症,1,74
白内障,1,糖尿病,1,72
胃肠功能紊乱,1,食管炎,1,72
消化性溃疡,1,高血压,1,72
