source,source_type,target,target_type,weight
头晕,0,脑血管病,1,531
便秘,0,高血压,1,415
便秘,0,冠心病,1,371
便秘,0,高脂血症,1,312
便秘,0,糖尿病,1,303
头晕,0,精神和行为障碍,1,244
头晕,0,高脂血症,1,241
静脉曲张,0,糖尿病,1,237
便秘,0,精神和行为障碍,1,236
头晕,0,高血压,1,235
便秘,0,脑血管病,1,230
关节痛,0,糖尿病,1,214
消化不良,0,胃炎,1,212
头痛,0,脑血管病,1,207
胸闷,0,高血压,1,202
头晕,0,动脉粥样硬化,1,155
静脉曲张,0,高血压,1,147
关节痛,0,高血压,1,138
关节痛,0,冠心病,1,137
静脉曲张,0,冠心病,1,136
便秘,0,骨质疏松症,1,135
便秘,0,支气管炎,1,133
头痛,0,精神和行为障碍,1,123
发热,0,呼吸道感染,1,119
头痛,0,高血压,1,113
便秘,0,动脉粥样硬化,1,112
关节痛,0,高脂血症,1,112
便秘,0,呼吸道感染,1,112
头晕,0,冠心病,1,111
静脉曲张,0,高脂血症,1,106
消化不良,0,食管炎,1,104
咳嗽,0,呼吸道感染,1,103
胸闷,0,高脂血症,1,97
静脉曲张,0,脑血管病,1,96
消化不良,0,腹胀,0,92
腹胀,0,消化不良,0,92
头痛,0,高脂血症,1,92
消化不良,0,高血压,1,91
胸闷,0,冠心病,1,88
关节痛,0,支气管炎,1,87
关节痛,0,骨质疏松症,1,83
消化不良,0,胃肠功能紊乱,1,83
消化不良,0,冠心病,1,82
便秘,0,胃炎,1,79
水肿,0,脑血管病,1,77
便秘,0,消化不良,0,74
静脉曲张,0,骨质疏松症,1,74
消化不良,0,便秘,0,74
水肿,0,高血压,1,71
胸闷,0,血瘀证,1,70
胸闷,0,心律失常,1,69
头痛,0,冠心病,1,69
头晕,0,糖尿病,1,68
咳嗽,0,冠心病,1,64
关节痛,0,精神和行为障碍,1,64
咳嗽,0,高血压,1,64
便秘,0,代谢紊乱,1,62
咳嗽,0,支气管炎,1,61
水肿,0,高脂血症,1,60
消化不良,0,高脂血症,1,60
腹胀,0,胃炎,1,59
腰痛,0,冠心病,1,59
关节痛,0,脑血管病,1,59
腰痛,0,高血压,1,58
水肿,0,糖尿病,1,55
头晕,0,神经官能症,1,55
关节痛,0,动脉粥样硬化,1,54
眩晕,0,脑血管病,1,51
消化不良,0,精神和行为障碍,1,49
水肿,0,精神和行为障碍,1,49
消化不良,0,肠道菌群失调,1,49
水肿,0,静脉曲张,0,48
静脉曲张,0,水肿,0,48
咳嗽,0,咽炎,1,47
关节痛,0,呼吸道感染,1,47
消化不良,0,糖尿病,1,47
消化不良,0,消化性溃疡,1,46
腹痛,0,胃炎,1,46
头晕,0,头痛,0,45
头痛,0,头晕,0,45
腰痛,0,高脂血症,1,44
眩晕,0,血瘀证,1,44
关节痛,0,血瘀证,1,43
静脉曲张,0,精神和行为障碍,1,43
消化不良,0,支气管炎,1,43
便秘,0,心律失常,1,42
胸闷,0,脑血管病,1,41
水肿,0,骨质疏松症,1,41
胸痛,0,高血压,1,40
关节痛,0,胃炎,1,40
腰痛,0,骨质疏松症,1,40
便秘,0,关节痛,0,40
关节痛,0,便秘,0,40
便秘,0,前列腺增生,1,40
便秘,0,帕金森病,1,39
眩晕,0,高血压,1,39
腹胀,0,胃肠功能紊乱,1,38
头痛,0,动脉粥样硬化,1,37
胸闷,0,头晕,0,37
头晕,0,胸闷,0,37
水肿,0,冠心病,1,37
咳嗽,0,高脂血症,1,36
静脉曲张,0,动脉粥样硬化,1,36
胸闷,0,精神和行为障碍,1,35
消化不良,0,呼吸道感染,1,34
胸闷,0,动脉粥样硬化,1,34
静脉曲张,0,低血糖症,1,34
腰痛,0,糖尿病,1,33
咳嗽,0,脑血管病,1,33
腹胀,0,食管炎,1,33
头痛,0,糖尿病,1,32
静脉曲张,0,代谢紊乱,1,32
消化不良,0,脑血管病,1,32
静脉曲张,0,支气管炎,1,32
头痛,0,呼吸道感染,1,32
水肿,0,动脉粥样硬化,1,31
胸闷,0,糖尿病,1,31
便秘,0,周围神经病,1,31
便秘,0,关节炎,1,29
头晕,0,心律失常,1,29
便秘,0,肾功能不全,1,29
便秘,0,维生素缺乏,1,29
眩晕,0,精神和行为障碍,1,29
腰痛,0,关节炎,1,28
便秘,0,肠道菌群失调,1,28
便秘,0,头晕,0,28
头晕,0,便秘,0,28
水肿,0,周围神经病,1,28
头晕,0,脑动脉硬化,1,27
腹痛,0,消化性溃疡,1,26
胸闷,0,呼吸道感染,1,26
便秘,0,甲状腺功能减退症,1,26
头晕,0,血瘀证,1,26
咳嗽,0,精神和行为障碍,1,25
头痛,0,支气管炎,1,25
胸闷,0,支气管炎,1,24
便秘,0,低血糖症,1,24
头痛,0,神经官能症,1,23
便秘,0,胃肠功能紊乱,1,23
便秘,0,腰痛,0,23
便秘,0,消化性溃疡,1,23
腰痛,0,便秘,0,23
静脉曲张,0,便秘,0,22
便秘,0,咽炎,1,22
胸痛,0,高脂血症,1,22
静脉曲张,0,周围神经病,1,22
便秘,0,静脉曲张,0,22
发热,0,肺部感染,1,22
腰痛,0,精神和行为障碍,1,22
眩晕,0,冠心病,1,21
胸闷,0,眩晕,0,21
眩晕,0,胸闷,0,21
便秘,0,癫痫,1,21
便秘,0,食管炎,1,21
腰痛,0,呼吸道感染,1,21
头晕,0,周围神经病,1,21
头晕,0,支气管炎,1,21
腰痛,0,脑血管病,1,20
腰痛,0,支气管炎,1,20
胸闷,0,关节痛,0,20
腹胀,0,腹痛,0,20
咳嗽,0,胸闷,0,20
头晕,0,呼吸道感染,1,20
胸闷,0,咳嗽,0,20
关节痛,0,胸闷,0,20
便秘,0,咳嗽,0,20
水肿,0,代谢紊乱,1,20
咳嗽,0,便秘,0,20
静脉曲张,0,前列腺增生,1,20
关节痛,0,代谢紊乱,1,20
咳嗽,0,湿疹,1,20
腹痛,0,腹胀,0,20
胸闷,0,便秘,0,19
水肿,0,关节炎,1,19
腹痛,0,肠道菌群失调,1,19
关节痛,0,眩晕,0,19
咳嗽,0,血瘀证,1,19
头晕,0,颈椎退行性疾病,1,19
便秘,0,胸闷,0,19
眩晕,0,关节痛,0,19
消化不良,0,动脉粥样硬化,1,19
头晕,0,骨质疏松症,1,19
便秘,0,血瘀证,1,19
腹痛,0,胃肠功能紊乱,1,19
腹痛,0,消化不良,0,18
消化不良,0,骨质疏松症,1,18
消化不良,0,肝损害,1,18
静脉曲张,0,动脉硬化,1,18
腹痛,0,食管炎,1,18
消化不良,0,腹痛,0,18
关节痛,0,咳嗽,0,17
关节痛,0,关节炎,1,17
胸痛,0,冠心病,1,17
咳嗽,0,关节痛,0,17
关节痛,0,皮炎,1,17
便秘,0,神经官能症,1,17
咳嗽,0,糖尿病,1,17
眩晕,0,心律失常,1,16
便秘,0,叶酸缺乏,1,16
便秘,0,尿路感染,1,16
