source,source_type,target,target_type,weight
高脂血症,1,高血压,1,2456
冠心病,1,高血压,1,1964
冠心病,1,高脂血症,1,1880
动脉粥样硬化,1,高脂血症,1,1520
糖尿病,1,高血压,1,1168
精神和行为障碍,1,脑血管病,1,1099
脑血管病,1,高脂血症,1,1097
糖尿病,1,高脂血症,1,964
动脉粥样硬化,1,高血压,1,874
脑血管病,1,高血压,1,737
精神和行为障碍,1,高脂血症,1,705
精神和行为障碍,1,高血压,1,656
动脉粥样硬化,1,脑血管病,1,628
冠心病,1,糖尿病,1,606
代谢紊乱,1,高血压,1,464
动脉粥样硬化,1,糖尿病,1,455
代谢紊乱,1,高脂血症,1,445
冠心病,1,脑血管病,1,415
糖尿病,1,骨质疏松症,1,392
冠心病,1,精神和行为障碍,1,388
动脉粥样硬化,1,精神和行为障碍,1,355
冠心病,1,动脉粥样硬化,1,355
呼吸道感染,1,支气管炎,1,354
糖尿病,1,脑血管病,1,303
冠心病,1,心律失常,1,295
头晕,0,脑血管病,1,282
精神和行为障碍,1,糖尿病,1,281
代谢紊乱,1,冠心病,1,261
心律失常,1,高血压,1,256
骨质疏松症,1,高脂血症,1,254
骨质疏松症,1,高血压,1,240
心律失常,1,高脂血症,1,240
头晕,0,精神和行为障碍,1,232
低血糖症,1,糖尿病,1,231
胃炎,1,食管炎,1,223
动脉硬化,1,高脂血症,1,221
代谢紊乱,1,糖尿病,1,216
头晕,0,高脂血症,1,215
关节炎,1,骨质疏松症,1,200
呼吸道感染,1,咽炎,1,198
头晕,0,高血压,1,182
动脉硬化,1,糖尿病,1,182
代谢紊乱,1,动脉粥样硬化,1,177
消化不良,0,胃炎,1,175
代谢紊乱,1,脑血管病,1,173
支气管炎,1,高血压,1,162
冠心病,1,骨质疏松症,1,159
支气管炎,1,糖尿病,1,146
周围神经病,1,脑血管病,1,145
干眼症,1,结膜炎,1,142
便秘,0,糖尿病,1,139
便秘,0,高血压,1,138
冠心病,1,支气管炎,1,136
发热,0,呼吸道感染,1,133
消化性溃疡,1,胃炎,1,131
代谢紊乱,1,肾功能不全,1,128
动脉粥样硬化,1,骨质疏松症,1,128
便秘,0,高脂血症,1,127
便秘,0,精神和行为障碍,1,126
前列腺增生,1,尿路感染,1,126
便秘,0,冠心病,1,120
叶酸缺乏,1,高脂血症,1,120
支气管炎,1,高脂血症,1,115
周围神经病,1,高脂血症,1,115
肾功能不全,1,高血压,1,113
周围神经病,1,精神和行为障碍,1,113
头痛,0,精神和行为障碍,1,112
动脉粥样硬化,1,头晕,0,112
动脉硬化,1,高血压,1,112
PCI术后,1,冠心病,1,112
胸闷,0,高血压,1,111
糖尿病,1,肾小球疾病,1,109
叶酸缺乏,1,脑血管病,1,107
呼吸道感染,1,高血压,1,106
脑血管病,1,骨质疏松症,1,106
呼吸道感染,1,糖尿病,1,101
前列腺增生,1,高血压,1,100
冠心病,1,呼吸道感染,1,99
精神和行为障碍,1,骨质疏松症,1,98
低血糖症,1,高血压,1,95
关节炎,1,腰椎退行性病变,1,95
咽炎,1,支气管炎,1,94
消化不良,0,食管炎,1,91
帕金森病,1,精神和行为障碍,1,91
冠心病,1,前列腺增生,1,89
精神和行为障碍,1,维生素缺乏,1,89
干眼症,1,眼底病,1,87
维生素缺乏,1,高脂血症,1,86
周围神经病,1,糖尿病,1,86
PCI术后,1,高脂血症,1,86
代谢紊乱,1,精神和行为障碍,1,86
糖尿病,1,维生素缺乏,1,85
眼底病,1,结膜炎,1,85
维生素缺乏,1,脑血管病,1,85
眼底病,1,血瘀证,1,82
支气管炎,1,肾功能不全,1,80
动脉粥样硬化,1,周围神经病,1,78
代谢紊乱,1,支气管炎,1,78
便秘,0,脑血管病,1,76
胃炎,1,腹胀,0,76
代谢紊乱,1,叶酸缺乏,1,76
消化不良,0,腹胀,0,75
胸闷,0,高脂血症,1,75
代谢紊乱,1,骨质疏松症,1,75
冠心病,1,动脉硬化,1,75
头痛,0,脑血管病,1,73
呼吸道感染,1,高脂血症,1,72
消化性溃疡,1,食管炎,1,72
叶酸缺乏,1,高血压,1,69
甲状腺功能减退症,1,糖尿病,1,69
冠心病,1,头晕,0,68
甲状腺功能减退症,1,高脂血症,1,68
支气管炎,1,精神和行为障碍,1,68
糖尿病,1,静脉曲张,0,67
呼吸道感染,1,鼻炎,1,66
动脉粥样硬化,1,叶酸缺乏,1,65
叶酸缺乏,1,精神和行为障碍,1,64
关节炎,1,冠心病,1,63
神经官能症,1,精神和行为障碍,1,63
低血糖症,1,高脂血症,1,62
消化不良,0,肠道菌群失调,1,61
周围神经病,1,高血压,1,61
冠心病,1,胃炎,1,61
关节炎,1,高血压,1,60
冠心病,1,叶酸缺乏,1,60
维生素缺乏,1,高血压,1,60
甲状腺功能减退症,1,高血压,1,60
肾功能不全,1,高脂血症,1,60
冠心病,1,胸闷,0,59
便秘,0,动脉粥样硬化,1,57
便秘,0,胃炎,1,57
心律失常,1,精神和行为障碍,1,57
肠道菌群失调,1,胃炎,1,57
帕金森病,1,脑血管病,1,57
支气管炎,1,鼻炎,1,56
支气管炎,1,骨质疏松症,1,56
冠心病,1,周围神经病,1,56
糖尿病,1,胸闷,0,55
冠心病,1,肾功能不全,1,55
支气管哮喘,1,支气管炎,1,55
前列腺增生,1,糖尿病,1,54
肠道菌群失调,1,胃肠功能紊乱,1,54
头痛,0,高脂血症,1,53
PCI术后,1,高血压,1,53
胃炎,1,高血压,1,53
动脉粥样硬化,1,支气管炎,1,52
白内障,1,结膜炎,1,52
前列腺增生,1,高脂血症,1,51
冠心病,1,食管炎,1,51
支气管炎,1,脑血管病,1,50
关节炎,1,胃炎,1,50
肝功能异常,1,高脂血症,1,50
胸闷,0,血瘀证,1,49
关节痛,0,糖尿病,1,49
头晕,0,糖尿病,1,48
消化不良,0,胃肠功能紊乱,1,48
便秘,0,消化不良,0,47
心律失常,1,胸闷,0,47
癌症,1,肺癌,1,47
胃炎,1,胃肠功能紊乱,1,47
头痛,0,高血压,1,46
肝功能异常,1,高血压,1,46
白内障,1,眼底病,1,46
代谢紊乱,1,贫血,1,46
冠心病,1,维生素缺乏,1,46
叶酸缺乏,1,糖尿病,1,45
癫痫,1,精神和行为障碍,1,45
呼吸道感染,1,肺部感染,1,45
糖尿病,1,胃炎,1,45
呼吸道感染,1,咳嗽,0,44
动脉粥样硬化,1,心律失常,1,44
腹胀,0,食管炎,1,43
消化不良,0,消化性溃疡,1,43
便秘,0,支气管炎,1,43
腰椎退行性病变,1,骨质疏松症,1,43
胃炎,1,骨质疏松症,1,42
心律失常,1,脑血管病,1,42
肾小球疾病,1,高血压,1,42
代谢紊乱,1,周围神经病,1,42
糖尿病,1,肝损害,1,41
周围神经病,1,维生素缺乏,1,41
癫痫,1,脑血管病,1,41
干眼症,1,白内障,1,40
肾功能不全,1,贫血,1,40
贫血,1,高血压,1,40
叶酸缺乏,1,维生素缺乏,1,40
胸痛,0,高血压,1,39
便秘,0,骨质疏松症,1,39
便秘,0,肠道菌群失调,1,39
消化性溃疡,1,高血压,1,39
动脉粥样硬化,1,维生素缺乏,1,39
关节炎,1,糖尿病,1,38
精神和行为障碍,1,胃炎,1,38
糖尿病,1,结膜炎,1,38
头晕,0,头痛,0,37
关节痛,0,高血压,1,37
咽炎,1,鼻炎,1,37
关节痛,0,骨质疏松症,1,36
心律失常,1,糖尿病,1,36
甲状腺功能减退症,1,骨质疏松症,1,36
精神和行为障碍,1,脑动脉硬化,1,36
贫血,1,高脂血症,1,36
代谢紊乱,1,呼吸道感染,1,36
发热,0,肺部感染,1,35
冠心病,1,消化不良,0,35
周围神经病,1,骨质疏松症,1,35
关节炎,1,高脂血症,1,35
冠心病,1,肝功能异常,1,35
周围神经病,1,腰椎退行性病变,1,35
周围神经病,1,眼底病,1,35
呼吸道感染,1,精神和行为障碍,1,35
胃炎,1,高脂血症,1,35
糖尿病,1,肾功能不全,1,35
前列腺增生,1,精神和行为障碍,1,35
动脉硬化,1,骨质疏松症,1,35
关节炎,1,周围神经病,1,35
头晕,0,胸闷,0,34
水肿,0,高血压,1,34
便秘,0,呼吸道感染,1,34
头晕,0,心律失常,1,34
叶酸缺乏,1,周围神经病,1,34
眼底病,1,糖尿病,1,34
代谢紊乱,1,维生素缺乏,1,34
糖尿病,1,贫血,1,34
便秘,0,食管炎,1,33
头晕,0,血瘀证,1,33
慢性阻塞性肺疾病,1,支气管炎,1,33
呼吸道感染,1,骨质疏松症,1,33
动脉粥样硬化,1,胸闷,0,32
胃炎,1,腹痛,0,32
脑卒中,1,脑血管病,1,32
白内障,1,糖尿病,1,32
冠心病,1,支气管哮喘,1,32
眩晕,0,高血压,1,31
胸痛,0,高脂血症,1,31
静脉曲张,0,高血压,1,31
精神和行为障碍,1,胸闷,0,31
肝损害,1,胃炎,1,31
脑动脉硬化,1,脑血管病,1,31
结膜炎,1,高血压,1,31
水肿,0,糖尿病,1,30
冠心病,1,贫血,1,30
前列腺增生,1,脑血管病,1,30
肾功能不全,1,骨质疏松症,1,30
干眼症,1,血瘀证,1,29
关节炎,1,精神和行为障碍,1,29
呼吸道感染,1,支气管哮喘,1,29
关节炎,1,脑血管病,1,29
肠道菌群失调,1,食管炎,1,29
代谢紊乱,1,动脉硬化,1,29
精神和行为障碍,1,脑卒中,1,29
关节炎,1,支气管炎,1,29
动脉硬化,1,精神和行为障碍,1,29
消化不良,0,高血压,1,28
冠心病,1,静脉曲张,0,28
糖尿病,1,腰痛,0,28
冠心病,1,胸痛,0,28
代谢紊乱,1,心律失常,1,28
神经痛,1,精神和行为障碍,1,28
肝损害,1,高脂血症,1,28
食管炎,1,高血压,1,28
结膜炎,1,血瘀证,1,28
眩晕,0,脑血管病,1,27
贫血,1,骨质疏松症,1,27
维生素缺乏,1,骨质疏松症,1,27
脑卒中,1,高脂血症,1,27
肾小球疾病,1,高脂血症,1,27
低血糖症,1,动脉粥样硬化,1,27
干眼症,1,高血压,1,27
尿路感染,1,癌症,1,27
静脉曲张,0,高脂血症,1,26
代谢紊乱,1,便秘,0,26
动脉粥样硬化,1,呼吸道感染,1,26
白内障,1,白内障术后,1,26
胃肠功能紊乱,1,食管炎,1,26
低血糖症,1,冠心病,1,26
便秘,0,帕金森病,1,25
肠道菌群失调,1,腹胀,0,25
动脉粥样硬化,1,头痛,0,25
冠心病,1,眩晕,0,25
代谢紊乱,1,水肿,0,25
支气管炎,1,肺部感染,1,25
前列腺增生,1,肾功能不全,1,25
冠心病,1,甲状腺功能减退症,1,25
肾功能不全,1,脑血管病,1,25
皮炎,1,糖尿病,1,25
糖尿病,1,食管炎,1,25
冠心病,1,消化性溃疡,1,25
前列腺增生,1,癌症,1,25
周围神经病,1,干眼症,1,25
消化不良,0,精神和行为障碍,1,24
支气管炎,1,胃炎,1,24
呼吸道感染,1,慢性阻塞性肺疾病,1,24
消化不良,0,肝损害,1,23
头晕,0,维生素缺乏,1,23
腰痛,0,高血压,1,23
脑血管病,1,静脉曲张,0,23
动脉粥样硬化,1,甲状腺功能减退症,1,23
脑动脉硬化,1,高脂血症,1,23
周围神经病,1,结膜炎,1,23
脑血管病,1,食管炎,1,23
肝损害,1,食管炎,1,23
消化不良,0,高脂血症,1,22
代谢紊乱,1,头晕,0,22
消化性溃疡,1,糖尿病,1,22
咽炎,1,高血压,1,22
食管炎,1,高脂血症,1,22
咽炎,1,糖尿病,1,22
消化性溃疡,1,高脂血症,1,22
呼吸道感染,1,脑血管病,1,22
叶酸缺乏,1,骨质疏松症,1,22
咳嗽,0,支气管炎,1,21
眩晕,0,高脂血症,1,21
动脉粥样硬化,1,肾功能不全,1,21
呼吸道感染,1,肾功能不全,1,21
代谢紊乱,1,肝功能异常,1,21
低血糖症,1,骨质疏松症,1,21
消化性溃疡,1,胃肠功能紊乱,1,21
动脉硬化,1,脑血管病,1,21
腰痛,0,颈椎退行性疾病,1,20
水肿,0,高脂血症,1,20
静脉曲张,0,骨质疏松症,1,20
精神和行为障碍,1,食管炎,1,20
消化性溃疡,1,肠道菌群失调,1,20
帕金森病,1,高脂血症,1,20
眼底病,1,高血压,1,20
关节痛,0,高脂血症,1,19
关节痛,0,血瘀证,1,19
腰痛,0,高脂血症,1,19
消化性溃疡,1,腹胀,0,19
尿路感染,1,糖尿病,1,19
脂肪肝,1,高脂血症,1,19
糖尿病,1,肝功能异常,1,19
冠心病,1,肾小球疾病,1,19
尿路感染,1,高血压,1,19
代谢紊乱,1,关节炎,1,19
呼吸道感染,1,胃炎,1,19
代谢紊乱,1,前列腺增生,1,19
支气管炎,1,食管炎,1,19
胃肠功能紊乱,1,腹胀,0,18
冠心病,1,咽炎,1,18
代谢紊乱,1,胃炎,1,18
冠心病,1,肝损害,1,18
代谢紊乱,1,低血糖症,1,18
甲状腺功能减退症,1,脑血管病,1,18
呼吸道感染,1,心律失常,1,18
干眼症,1,糖尿病,1,18
脂肪肝,1,高血压,1,18
精神和行为障碍,1,血瘀证,1,18
低血糖症,1,精神和行为障碍,1,18
关节痛,0,支气管炎,1,17
便秘,0,尿路感染,1,17
咳嗽,0,咽炎,1,17
关节炎,1,关节痛,0,17
关节炎,1,静脉曲张,0,17
肝功能异常,1,脑血管病,1,17
消化性溃疡,1,肝损害,1,17
湿疹,1,皮肤感染,1,17
神经官能症,1,脑血管病,1,17
冠心病,1,脂肪肝,1,17
动脉硬化,1,甲状腺功能减退症,1,17
关节炎,1,食管炎,1,17
肝损害,1,高血压,1,17
皮炎,1,皮肤感染,1,17
神经痛,1,脑血管病,1,17
便秘,0,腹胀,0,16
发热,0,咳嗽,0,16
胸闷,0,脑血管病,1,16
便秘,0,甲状腺功能减退症,1,16
呼吸道感染,1,头痛,0,16
冠心病,1,头痛,0,16
精神和行为障碍,1,静脉曲张,0,16
冠心病,1,尿路感染,1,16
慢性阻塞性肺疾病,1,支气管哮喘,1,16
癫痫,1,高脂血症,1,16
支气管哮喘,1,精神和行为障碍,1,16
呼吸道感染,1,维生素缺乏,1,16
支气管炎,1,贫血,1,16
精神和行为障碍,1,肾功能不全,1,16
